housename,location,houseprice,time_of_completion
"
香槟之约
","
                              ［拱墅-万达］祥运路8号                            ",22262,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
江韵园
","
                              ［上城-近江］之江路916号                            ",36561,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中海金溪园(公寓)
","
                              ［西湖-三墩］金渡北路,近古墩路                            ",37077,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
和达自由港
","
                              ［江干-工业园南］12号大街,近11号大街                            ",21137,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
绿洲嘉园
","
                              ［萧山-萧山市区］金山路145号                            ",30924,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
丽阳苑
","
                              ［西湖-紫金港］申花路389号                            ",45356,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
同德公寓
","
                              ［临安-临安］临西路                            ",14901,"<p class=""date"">竣工日期：1999年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
嘉绿景苑
","
                              ［西湖-莲花街］莲花街250号                            ",37763,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
月雅苑
","
                              ［江干-高教园区(西)］2号大街877号                            ",27639,"<p class=""date"">竣工日期：2001年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
迎春南苑
","
                              ［滨江-西兴］滨兴路121号                            ",33106,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
沁茵园
","
                              ［萧山-萧山市区］市心中路303号                            ",30795,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
北庙北弄
","
                              ［余杭-临平］九曲营路31号                            ",18863,"<p class=""date"">竣工日期：1993年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
绿城玉兰公寓
","
                              ［江干-火车东站］机场路,近范家路                            ",44171,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
缤纷北苑
","
                              ［滨江-滨江区政府］滨盛路,近西兴路                            ",39660,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
江虹小区
","
                              ［滨江-四桥南］滨和路,近江虹路                            ",34206,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
东华苑
","
                              ［江干-九堡客运站］九睦路                            ",27590,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
圆乡名筑
","
                              ［余杭-老余杭］凤新路199号                            ",23751,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
玄坛弄小区
","
                              ［下城-武林］玄坛弄                            ",52306,"<p class=""date"">竣工日期：1989年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
银爵世纪公寓
","
                              ［滨江-浦沿］浦沿路,近彩虹快速路                            ",37078,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
柳营新村
","
                              ［上城-湖滨］柳营路1号                            ",58244,"<p class=""date"">竣工日期：1989年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
庙山新村
","
                              ［余杭-闲林］闲林中路20号                            ",17098,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
云山秀水
","
                              ［西湖-小和山］留和路533号                            ",26236,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
风都苑
","
                              ［余杭-老余杭］禹航路                            ",17957,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
嘉利公寓
","
                              ［萧山-经开区］建设二路25号                            ",24285,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
西湖捌号公馆
","
                              ［上城-清波］府前街63号                            ",82785,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
九龙山庄(公寓)
","
                              ［富阳-银湖］九龙大道81号                            ",16815,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
华清山庄
","
                              ［余杭-临平］安平路                            ",32797,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金箭公寓
","
                              ［余杭-临平］人民大道622号                            ",16422,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
河畔花园
","
                              ［滨江-西兴］古塘路31号                            ",28417,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
信步闲庭
","
                              ［拱墅-桥西］小河路697号                            ",43846,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
青龙苑
","
                              ［下城-建国路］岳家湾62号                            ",46747,"<p class=""date"">竣工日期：2001年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中山苑
","
                              ［上城-吴山］光复路28号                            ",42867,"<p class=""date"">竣工日期：2001年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
林风花园和风苑
","
                              ［上城-南星］闻潮路                            ",58847,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
协安景上公寓
","
                              ［拱墅-和睦］和睦路248号                            ",36666,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
柳浪阁
","
                              ［上城-清波］清波街3号                            ",64347,"<p class=""date"">竣工日期：1999年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
东田小城之春
","
                              ［余杭-老余杭］狮山路388号                            ",24106,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
现代家园
","
                              ［下城-朝晖］文晖路22号                            ",44147,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
日晖新村
","
                              ［西湖-学军］莫干山路349号                            ",83389,"<p class=""date"">竣工日期：1988年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
小河下小区
","
                              ［上城-小营］建国中路,近解放路                            ",40873,"<p class=""date"">竣工日期：1992年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
远大花园
","
                              ［拱墅-湖墅］东粮泊巷1号                            ",34469,"<p class=""date"">竣工日期：1998年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
定安苑
","
                              ［上城-吴山］定安路36号                            ",53893,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
丁香公寓
","
                              ［西湖-黄龙］天目山路151号                            ",42860,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
栖霞岭小区
","
                              ［西湖-西湖景区］栖霞岭1-67号                            ",66039,"<p class=""date"">竣工日期：1989年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
国都公寓
","
                              ［下城-庆春］凤起路361号                            ",54706,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金都新城
","
                              ［西湖-竞舟］文三西路326号                            ",43179,"<p class=""date"">竣工日期：1998年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
外东山弄小区
","
                              ［西湖-黄龙］外东山弄                            ",59483,"<p class=""date"">竣工日期：1992年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金田花园
","
                              ［西湖-莲花街］古墩路369号                            ",35223,"<p class=""date"">竣工日期：1997年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金都雅苑(公寓)
","
                              ［余杭-闲林］天目山西路331号                            ",24058,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
林语别墅
","
                              ［西湖-桂花城］文二西路688号                            ",80511,"<p class=""date"">竣工日期：1999年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
西湖家园(公寓)
","
                              ［西湖-留下］西溪路655号                            ",27971,"<p class=""date"">竣工日期：1998年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
南安新苑
","
                              ［余杭-老余杭］径香路,南安路                            ",19300,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
晨光绿苑
","
                              ［江干-艮北新城］杭海路908号                            ",28852,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
梧桐公寓
","
                              ［西湖-文教］学院路258号                            ",57842,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
锦江半岛
","
                              ［江干-九堡沿江］杨公路                            ",27441,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
红石中央花苑
","
                              ［拱墅-湖墅］湖墅南路212号                            ",46357,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
十三湾巷
","
                              ［上城-吴山］华光路,近高银街                            ",56614,"<p class=""date"">竣工日期：1989年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
翠苑一区
","
                              ［西湖-翠苑］学院路159号                            ",41901,"<p class=""date"">竣工日期：1986年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
绿城桃花源(别墅)
","
                              ［余杭-中泰］东西大道                            ",51088,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
环西新村
","
                              ［下城-武林］环城西路60号                            ",51387,"<p class=""date"">竣工日期：1989年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
盛德欣苑
","
                              ［拱墅-长乐］德胜巷82号                            ",34790,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
怡静坊
","
                              ［江干-钱江新城］下车路69号                            ",37326,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
观音塘小区
","
                              ［江干-钱江新城］下车路10号                            ",42003,"<p class=""date"">竣工日期：1990年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
半道红小区
","
                              ［拱墅-湖墅］湖墅南路63号                            ",34662,"<p class=""date"">竣工日期：1989年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
三塘北村
","
                              ［下城-三塘］香积寺路,近白石巷                            ",35334,"<p class=""date"">竣工日期：1997年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
同城印象东区
","
                              ［余杭-老余杭］狮山路432号                            ",23634,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
文锦苑
","
                              ［西湖-学军］文三路108号                            ",76984,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
天阳棕榈湾(东区)
","
                              ［余杭-勾庄］棕榈路65号                            ",22646,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中江花园
","
                              ［下城-体育场路］环城东路313号                            ",38909,"<p class=""date"">竣工日期：2002年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
怡景花城
","
                              ［余杭-闲林］天目山路                            ",26009,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
三宝新村
","
                              ［拱墅-信义坊］和睦路67号                            ",31635,"<p class=""date"">竣工日期：1989年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
阔板桥社区
","
                              ［拱墅-半山田园］半山路137弄                            ",27155,"<p class=""date"">竣工日期：1995年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
华城格之林花园
","
                              ［余杭-临平北］荷花路                            ",18561,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
保元泽第(公寓)
","
                              ［余杭-临平］东湖南路333号                            ",25373,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金海公寓
","
                              ［西湖-莲花街］文三西路,近古墩路                            ",38868,"<p class=""date"">竣工日期：1998年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
湖畔花园(公寓)
","
                              ［西湖-竞舟］文一西路176号                            ",45780,"<p class=""date"">竣工日期：1998年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
颐景园
","
                              ［西湖-莲花街］文二西路511号                            ",44757,"<p class=""date"">竣工日期：2002年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
和睦新村
","
                              ［拱墅-和睦］莫干山路630号                            ",31456,"<p class=""date"">竣工日期：1988年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
花园北村
","
                              ［西湖-文教］文二路228号                            ",57886,"<p class=""date"">竣工日期：1998年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
庆丰新村
","
                              ［西湖-黄龙］西溪路394号                            ",48444,"<p class=""date"">竣工日期：1985年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
三华天运花园
","
                              ［江干-火车东站］天运路1-81号                            ",36820,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
拱苑小区
","
                              ［拱墅-申花］丰登街343号                            ",36022,"<p class=""date"">竣工日期：2004年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金厦公寓
","
                              ［西湖-三墩］灯彩街50号                            ",31674,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
政苑小区A区
","
                              ［拱墅-申花］丰潭路207号                            ",45235,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
东海名仕家园
","
                              ［西湖-竞舟］文一路,近文华路                            ",45023,"<p class=""date"">竣工日期：2002年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
合景天銮(公寓)
","
                              ［拱墅-申花］莫干山路989号                            ",46881,"<p class=""date"">竣工日期：2020年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
汇禾领府
","
                              ［西湖-三墩］紫萱路279号                            ",12040,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
西湖墅
","
                              ［西湖-之江度假区］珊瑚沙路,近江涵路                            ",23233,"<p class=""date"">竣工日期：2019年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
祥生云浦新语
","
                              ［西湖-转塘］科海路,近周二路                            ",26469,"<p class=""date"">竣工日期：2019年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
原舍花苑(别墅)
","
                              ［余杭-塘栖］原舍花苑(别墅)                            ",17476,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
临嘉公寓
","
                              ［桐庐-桐庐］悦心路,近徐七线                            ",6400,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
吉鸿时代商厦
","
                              ［西湖-三墩］振华路,近紫金港北路                            ",21140,"<p class=""date"">竣工日期：2017年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
美都广场
","
                              ［拱墅-信义坊］教工路619号                            ",16222,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
金都雅苑(别墅)
","
                              ［余杭-闲林］天目山西路331号                            ",23396,"<p class=""date"">竣工日期：2003年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
美耀湾(别墅)
","
                              ［余杭-星桥］东港路22号                            ",29285,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
盛世嘉园(别墅)
","
                              ［余杭-闲林］天目山西路                            ",25468,"<p class=""date"">竣工日期：2005年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
协安紫郡(别墅)
","
                              ［西湖-三墩］竹桥路                            ",27513,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
湘湖人家东区(别墅)
","
                              ［萧山-湘湖闻堰］闻兴路                            ",31951,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中栋国际(商住楼)
","
                              ［萧山-经开区］建设一路,近风情大道                            ",24336,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
成龙官山邸(别墅)
","
                              ［临安-临安］越王街                            ",15040,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
新城红郡(别墅)
","
                              ［江干-长睦］长睦路501号                            ",25834,"<p class=""date"">竣工日期：2017年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
四维金座
","
                              ［余杭-崇贤北］拱康路888号                            ",13539,"<p class=""date"">竣工日期：2017年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
联兴路小区
","
                              ［余杭-老余杭］联兴路                            ",15841,"<p class=""date"">竣工日期：1997年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
禹航路小区
","
                              ［余杭-老余杭］禹航路,近联兴路                            ",19901,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
湘湖人家东区(公寓)
","
                              ［萧山-湘湖闻堰］闻兴路                            ",28822,"<p class=""date"">竣工日期：2007年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
华浙银马公寓
","
                              ［西湖-文教］教工路208号                            ",58867,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
同城印象北区(别墅)
","
                              ［余杭-老余杭］狮山路                            ",26961,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
滨江金色黎明(三期)
","
                              ［江干-笕桥］开创街                            ",42662,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
美和院(别墅)
","
                              ［富阳-银湖］320国道                            ",16400,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
浙商国际中心
","
                              ［江干-笕桥］机场路,近开创街                            ",24611,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
国瑞中心
","
                              ［临安-临安］畔湖路10号                            ",18412,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
成谊梦公馆
","
                              ［萧山-萧山桥南］学知路719号                            ",20500,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
绿城桃源小镇秀水苑
","
                              ［余杭-闲林］闲林西路                            ",24588,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
西溪君庐
","
                              ［余杭-五常］荆长大道,近纬三路                            ",41666,"<p class=""date"">竣工日期：2016年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
幸福雅苑
","
                              ［江干-金沙湖］学林街1698号                            ",30333,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
西港白领公寓
","
                              ［西湖-三墩］西园四路4号                            ",14259,"<p class=""date"">竣工日期：暂无数据                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
上亿中央郡
","
                              ［余杭-崇贤］崇杭路                            ",20008,"<p class=""date"">竣工日期：2016年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
紫玉福邸
","
                              ［江干-火车东站］秋涛北路,近机场路                            ",39678,"<p class=""date"">竣工日期：2016年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
中大银泰城公寓
","
                              ［下城-北景园］东新路822号                            ",25784,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
山南人家
","
                              ［上城-复兴］凤凰山路80号                            ",39427,"<p class=""date"">竣工日期：2010年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
万科公园大道
","
                              ［江干-笕桥］机场路355号                            ",44308,"<p class=""date"">竣工日期：2016年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
方正御星
","
                              ［拱墅-万达］杭行路,近祥富路                            ",35928,"<p class=""date"">竣工日期：2015年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
绿城西溪融庄(公寓)
","
                              ［余杭-五常］荆长大道                            ",39575,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
